date,route,day_of_week,month,price,promo_flag,bookings,revenue
2025-03-11,DXB-BKK,1,3,209.71,1,728,152671.48
2025-03-12,DXB-BKK,2,3,286.7,0,457,131020.85
2025-03-13,DXB-BKK,3,3,285.87,0,480,137217.01
2025-03-14,DXB-BKK,4,3,284.4,0,542,154144.91
2025-03-15,DXB-BKK,5,3,283.0,0,582,164705.29
2025-03-16,DXB-BKK,6,3,283.23,0,444,125755.5
2025-03-17,DXB-BKK,0,3,281.02,0,456,128143.02
2025-03-18,DXB-BKK,1,3,282.26,0,391,110365.35
2025-03-19,DXB-BKK,2,3,281.22,0,505,142016.81
2025-03-20,DXB-BKK,3,3,280.76,0,492,138131.97
2025-03-21,DXB-BKK,4,3,278.51,0,554,154295.04
2025-03-22,DXB-BKK,5,3,278.25,0,559,155543.96
2025-03-23,DXB-BKK,6,3,277.52,0,495,137374.55
2025-03-24,DXB-BKK,0,3,277.21,0,514,142487.7
2025-03-25,DXB-BKK,1,3,279.19,0,462,128984.16
2025-03-26,DXB-BKK,2,3,279.22,0,415,115876.25
2025-03-27,DXB-BKK,3,3,277.8,0,562,156121.39
2025-03-28,DXB-BKK,4,3,276.5,0,609,168387.67
2025-03-29,DXB-BKK,5,3,277.16,0,582,161308.44
2025-03-30,DXB-BKK,6,3,278.88,0,522,145576.74
2025-03-31,DXB-BKK,0,3,210.49,1,705,148395.25
2025-04-01,DXB-BKK,1,4,279.89,0,489,136864.99
2025-04-02,DXB-BKK,2,4,280.58,0,434,121771.17
2025-04-03,DXB-BKK,3,4,282.49,0,508,143502.58
2025-04-04,DXB-BKK,4,4,279.34,0,548,153078.63
2025-04-05,DXB-BKK,5,4,280.12,0,534,149585.38
2025-04-06,DXB-BKK,6,4,281.38,0,575,161793.84
2025-04-07,DXB-BKK,0,4,279.16,0,419,116966.61
2025-04-08,DXB-BKK,1,4,277.61,0,452,125481.38
2025-04-09,DXB-BKK,2,4,276.12,0,421,116248.48
2025-04-10,DXB-BKK,3,4,274.82,0,517,142082.05
2025-04-11,DXB-BKK,4,4,273.89,0,598,163784.99
2025-04-12,DXB-BKK,5,4,274.04,0,579,158671.33
2025-04-13,DXB-BKK,6,4,275.14,0,549,151049.53
2025-04-14,DXB-BKK,0,4,276.55,0,454,125555.0
2025-04-15,DXB-BKK,1,4,275.09,0,487,133970.25
2025-04-16,DXB-BKK,2,4,273.62,0,519,142011.0
2025-04-17,DXB-BKK,3,4,275.4,0,513,141279.22
2025-04-18,DXB-BKK,4,4,276.17,0,583,161007.1
2025-04-19,DXB-BKK,5,4,276.1,0,613,169247.92
2025-04-20,DXB-BKK,6,4,276.61,0,550,152137.11
2025-04-21,DXB-BKK,0,4,276.38,0,466,128790.8
2025-04-22,DXB-BKK,1,4,276.97,0,460,127406.48
2025-04-23,DXB-BKK,2,4,276.28,0,470,129850.14
2025-04-24,DXB-BKK,3,4,276.49,0,537,148476.33
2025-04-25,DXB-BKK,4,4,274.04,0,640,175385.81
2025-04-26,DXB-BKK,5,4,272.82,0,649,177063.0
2025-04-27,DXB-BKK,6,4,271.63,0,575,156185.14
2025-04-28,DXB-BKK,0,4,270.88,0,507,137338.21
2025-04-29,DXB-BKK,1,4,269.32,0,477,128463.45
2025-04-30,DXB-BKK,2,4,268.34,0,516,138462.44
2025-05-01,DXB-BKK,3,5,265.89,0,538,143049.5
2025-05-02,DXB-BKK,4,5,266.54,0,677,180448.26
2025-05-03,DXB-BKK,5,5,266.25,0,549,146168.93
2025-05-04,DXB-BKK,6,5,263.52,0,584,153894.75
2025-05-05,DXB-BKK,0,5,262.1,0,556,145726.77
2025-05-06,DXB-BKK,1,5,262.44,0,467,122558.39
2025-05-07,DXB-BKK,2,5,261.46,0,549,143541.15
2025-05-08,DXB-BKK,3,5,260.25,0,580,150946.15
2025-05-09,DXB-BKK,4,5,259.98,0,651,169247.07
2025-05-10,DXB-BKK,5,5,260.34,0,734,191087.75
2025-05-11,DXB-BKK,6,5,258.03,0,626,161524.88
2025-05-12,DXB-BKK,0,5,258.7,0,475,122881.6
2025-05-13,DXB-BKK,1,5,257.35,0,504,129702.18
2025-05-14,DXB-BKK,2,5,257.17,0,594,152758.16
2025-05-15,DXB-BKK,3,5,256.97,0,646,166000.96
2025-05-16,DXB-BKK,4,5,256.03,0,769,196887.67
2025-05-17,DXB-BKK,5,5,254.35,0,810,206024.52
2025-05-18,DXB-BKK,6,5,253.78,0,635,161150.78
2025-05-19,DXB-BKK,0,5,256.08,0,646,165426.91
2025-05-20,DXB-BKK,1,5,253.9,0,560,142183.12
2025-05-21,DXB-BKK,2,5,256.3,0,544,139427.79
2025-05-22,DXB-BKK,3,5,255.78,0,624,159605.33
2025-05-23,DXB-BKK,4,5,255.7,0,617,157766.4
2025-05-24,DXB-BKK,5,5,253.94,0,828,210261.96
2025-05-25,DXB-BKK,6,5,252.66,0,733,185196.27
2025-05-26,DXB-BKK,0,5,251.78,0,555,139735.41
2025-05-27,DXB-BKK,1,5,250.08,0,579,144798.5
2025-05-28,DXB-BKK,2,5,249.65,0,620,154782.57
2025-05-29,DXB-BKK,3,5,248.92,0,655,163042.49
2025-05-30,DXB-BKK,4,5,251.58,0,672,169061.23
2025-05-31,DXB-BKK,5,5,249.72,0,786,196276.47
2025-06-01,DXB-BKK,6,6,249.76,0,685,171083.66
2025-06-02,DXB-BKK,0,6,250.02,0,599,149761.16
2025-06-03,DXB-BKK,1,6,248.31,0,617,153204.2
2025-06-04,DXB-BKK,2,6,249.23,0,689,171719.01
2025-06-05,DXB-BKK,3,6,248.53,0,702,174466.72
2025-06-06,DXB-BKK,4,6,244.69,0,814,199176.0
2025-06-07,DXB-BKK,5,6,245.58,0,875,214881.09
2025-06-08,DXB-BKK,6,6,243.81,0,770,187730.51
2025-06-09,DXB-BKK,0,6,242.14,0,638,154484.87
2025-06-10,DXB-BKK,1,6,243.08,0,650,158001.01
2025-06-11,DXB-BKK,2,6,242.47,0,703,170454.5
2025-06-12,DXB-BKK,3,6,243.76,0,705,171847.8
2025-06-13,DXB-BKK,4,6,245.49,0,884,217008.78
2025-06-14,DXB-BKK,5,6,244.43,0,940,229767.91
2025-06-15,DXB-BKK,6,6,245.54,0,722,177281.61
2025-06-16,DXB-BKK,0,6,244.33,0,676,165167.1
2025-06-17,DXB-BKK,1,6,247.6,0,667,165151.07
2025-06-18,DXB-BKK,2,6,246.49,0,656,161696.61
2025-06-19,DXB-BKK,3,6,247.96,0,774,191917.56
2025-06-20,DXB-BKK,4,6,249.15,0,828,206297.13
2025-06-21,DXB-BKK,5,6,249.56,0,780,194654.83
2025-06-22,DXB-BKK,6,6,248.49,0,777,193073.76
2025-06-23,DXB-BKK,0,6,248.2,0,621,154129.66
2025-06-24,DXB-BKK,1,6,244.9,0,704,172412.87
2025-06-25,DXB-BKK,2,6,245.18,0,668,163782.05
2025-06-26,DXB-BKK,3,6,245.65,0,770,189151.17
2025-06-27,DXB-BKK,4,6,245.8,0,922,226624.99
2025-06-28,DXB-BKK,5,6,241.29,0,945,228014.88
2025-06-29,DXB-BKK,6,6,239.34,0,762,182375.43
2025-06-30,DXB-BKK,0,6,238.17,0,677,161240.23
2025-07-01,DXB-BKK,1,7,238.56,0,679,161983.31
2025-07-02,DXB-BKK,2,7,238.95,0,752,179692.86
2025-07-03,DXB-BKK,3,7,199.25,1,1123,223763.2
2025-07-04,DXB-BKK,4,7,239.57,0,852,204116.36
2025-07-05,DXB-BKK,5,7,238.0,0,881,209676.71
2025-07-06,DXB-BKK,6,7,238.88,0,839,200421.11
2025-07-07,DXB-BKK,0,7,239.56,0,712,170568.47
2025-07-08,DXB-BKK,1,7,240.1,0,793,190399.72
2025-07-09,DXB-BKK,2,7,186.99,1,1097,205128.97
2025-07-10,DXB-BKK,3,7,242.52,0,894,216816.57
2025-07-11,DXB-BKK,4,7,243.24,0,818,198972.55
2025-07-12,DXB-BKK,5,7,241.77,0,839,202846.18
2025-07-13,DXB-BKK,6,7,242.13,0,754,182564.02
2025-07-14,DXB-BKK,0,7,243.24,0,753,183161.18
2025-07-15,DXB-BKK,1,7,242.35,0,764,185153.88
2025-07-16,DXB-BKK,2,7,243.97,0,681,166145.28
2025-07-17,DXB-BKK,3,7,244.54,0,772,188783.73
2025-07-18,DXB-BKK,4,7,241.02,0,827,199323.62
2025-07-19,DXB-BKK,5,7,241.47,0,824,198969.04
2025-07-20,DXB-BKK,6,7,240.86,0,846,203766.09
2025-07-21,DXB-BKK,0,7,241.67,0,715,172791.5
2025-07-22,DXB-BKK,1,7,243.09,0,684,166271.85
2025-07-23,DXB-BKK,2,7,243.39,0,651,158445.17
2025-07-24,DXB-BKK,3,7,245.89,0,857,210731.77
2025-07-25,DXB-BKK,4,7,245.64,0,828,203388.67
2025-07-26,DXB-BKK,5,7,246.59,0,913,225136.58
2025-07-27,DXB-BKK,6,7,247.81,0,699,173221.89
2025-07-28,DXB-BKK,0,7,247.69,0,663,164216.32
2025-07-29,DXB-BKK,1,7,175.15,1,1159,202997.75
2025-07-30,DXB-BKK,2,7,248.01,0,694,172117.4
2025-07-31,DXB-BKK,3,7,247.4,0,768,190003.12
2025-08-01,DXB-BKK,4,8,245.46,0,867,212813.37
2025-08-02,DXB-BKK,5,8,245.85,0,815,200369.59
2025-08-03,DXB-BKK,6,8,246.37,0,770,189707.33
2025-08-04,DXB-BKK,0,8,248.18,0,661,164045.26
2025-08-05,DXB-BKK,1,8,249.4,0,645,160864.17
2025-08-06,DXB-BKK,2,8,218.11,1,824,179718.92
2025-08-07,DXB-BKK,3,8,247.29,0,691,170877.22
2025-08-08,DXB-BKK,4,8,211.19,1,968,204431.22
2025-08-09,DXB-BKK,5,8,249.7,0,725,181030.25
2025-08-10,DXB-BKK,6,8,250.88,0,760,190668.07
2025-08-11,DXB-BKK,0,8,252.56,0,657,165930.24
2025-08-12,DXB-BKK,1,8,252.29,0,642,161972.5
2025-08-13,DXB-BKK,2,8,251.65,0,651,163824.15
2025-08-14,DXB-BKK,3,8,250.6,0,625,156627.05
2025-08-15,DXB-BKK,4,8,250.58,0,735,184176.58
2025-08-16,DXB-BKK,5,8,250.53,0,823,206182.68
2025-08-17,DXB-BKK,6,8,250.9,0,715,179394.42
2025-08-18,DXB-BKK,0,8,250.78,0,611,153223.64
2025-08-19,DXB-BKK,1,8,250.64,0,618,154898.53
2025-08-20,DXB-BKK,2,8,249.55,0,635,158465.67
2025-08-21,DXB-BKK,3,8,251.04,0,705,176982.75
2025-08-22,DXB-BKK,4,8,251.23,0,734,184403.64
2025-08-23,DXB-BKK,5,8,251.05,0,842,211382.99
2025-08-24,DXB-BKK,6,8,250.01,0,680,170006.15
2025-08-25,DXB-BKK,0,8,248.09,0,568,140917.92
2025-08-26,DXB-BKK,1,8,250.14,0,567,141831.02
2025-08-27,DXB-BKK,2,8,251.06,0,603,151391.06
2025-08-28,DXB-BKK,3,8,248.72,0,738,183553.69
2025-08-29,DXB-BKK,4,8,249.96,0,753,188216.25
2025-08-30,DXB-BKK,5,8,251.43,0,769,193352.64
2025-08-31,DXB-BKK,6,8,251.72,0,627,157826.94
2025-09-01,DXB-BKK,0,9,194.49,1,937,182237.59
2025-09-02,DXB-BKK,1,9,182.91,1,926,169376.45
2025-09-03,DXB-BKK,2,9,252.62,0,595,150308.56
2025-09-04,DXB-BKK,3,9,253.27,0,724,183369.79
2025-09-05,DXB-BKK,4,9,253.75,0,746,189296.54
2025-09-06,DXB-BKK,5,9,252.95,0,684,173020.63
2025-09-07,DXB-BKK,6,9,253.93,0,588,149309.08
2025-09-08,DXB-BKK,0,9,251.54,0,582,146396.4
2025-09-09,DXB-BKK,1,9,253.14,0,523,132393.74
2025-09-10,DXB-BKK,2,9,251.94,0,616,155197.95
2025-09-11,DXB-BKK,3,9,250.59,0,669,167643.67
2025-09-12,DXB-BKK,4,9,250.54,0,737,184648.7
2025-09-13,DXB-BKK,5,9,251.32,0,724,181952.66
2025-09-14,DXB-BKK,6,9,251.69,0,728,183229.75
2025-09-15,DXB-BKK,0,9,250.7,0,679,170228.58
2025-09-16,DXB-BKK,1,9,250.08,0,559,139793.27
2025-09-17,DXB-BKK,2,9,248.51,0,612,152089.12
2025-09-18,DXB-BKK,3,9,248.31,0,673,167112.95
2025-09-19,DXB-BKK,4,9,250.06,0,713,178293.45
2025-09-20,DXB-BKK,5,9,250.19,0,717,179389.48
2025-09-21,DXB-BKK,6,9,251.63,0,611,153743.3
2025-09-22,DXB-BKK,0,9,253.95,0,525,133325.25
2025-09-23,DXB-BKK,1,9,253.22,0,567,143574.01
2025-09-24,DXB-BKK,2,9,253.09,0,560,141727.71
2025-09-25,DXB-BKK,3,9,193.99,1,834,161787.32
2025-09-26,DXB-BKK,4,9,258.81,0,699,180908.72
2025-09-27,DXB-BKK,5,9,256.46,0,719,184392.06
2025-09-28,DXB-BKK,6,9,200.74,1,1007,202147.55
2025-09-29,DXB-BKK,0,9,257.35,0,561,144374.46
2025-09-30,DXB-BKK,1,9,258.75,0,484,125235.8
2025-10-01,DXB-BKK,2,10,257.8,0,483,124515.54
2025-10-02,DXB-BKK,3,10,256.7,0,600,154020.37
2025-10-03,DXB-BKK,4,10,255.85,0,665,170141.78
2025-10-04,DXB-BKK,5,10,255.16,0,764,194943.86
2025-10-05,DXB-BKK,6,10,186.23,1,1047,194979.6
2025-10-06,DXB-BKK,0,10,254.95,0,593,151187.97
2025-10-07,DXB-BKK,1,10,254.19,0,502,127605.32
2025-10-08,DXB-BKK,2,10,251.69,0,612,154031.57
2025-10-09,DXB-BKK,3,10,253.37,0,667,169000.01
2025-10-10,DXB-BKK,4,10,255.46,0,607,155063.48
2025-10-11,DXB-BKK,5,10,255.15,0,779,198761.0
2025-10-12,DXB-BKK,6,10,254.88,0,636,162106.57
2025-10-13,DXB-BKK,0,10,207.61,1,788,163592.97
2025-10-14,DXB-BKK,1,10,258.15,0,504,130105.88
2025-10-15,DXB-BKK,2,10,258.95,0,595,154073.71
2025-10-16,DXB-BKK,3,10,258.09,0,576,148660.29
2025-10-17,DXB-BKK,4,10,255.85,0,723,184982.41
2025-10-18,DXB-BKK,5,10,254.37,0,761,193578.94
2025-10-19,DXB-BKK,6,10,254.68,0,597,152043.44
2025-10-20,DXB-BKK,0,10,253.89,0,624,158429.06
2025-10-21,DXB-BKK,1,10,254.38,0,552,140419.66
2025-10-22,DXB-BKK,2,10,253.75,0,593,150476.13
2025-10-23,DXB-BKK,3,10,252.37,0,584,147383.15
2025-10-24,DXB-BKK,4,10,250.81,0,802,201146.52
2025-10-25,DXB-BKK,5,10,253.35,0,677,171521.05
2025-10-26,DXB-BKK,6,10,254.89,0,672,171289.17
2025-10-27,DXB-BKK,0,10,257.7,0,513,132199.34
2025-10-28,DXB-BKK,1,10,258.72,0,511,132204.99
2025-10-29,DXB-BKK,2,10,258.28,0,582,150321.58
2025-10-30,DXB-BKK,3,10,260.48,0,650,169313.56
2025-10-31,DXB-BKK,4,10,260.65,0,619,161340.64
2025-11-01,DXB-BKK,5,11,261.19,0,743,194067.49
2025-11-02,DXB-BKK,6,11,261.35,0,648,169353.32
2025-11-03,DXB-BKK,0,11,257.15,0,518,133201.81
2025-11-04,DXB-BKK,1,11,259.77,0,579,150409.12
2025-11-05,DXB-BKK,2,11,260.73,0,501,130626.94
2025-11-06,DXB-BKK,3,11,261.45,0,588,153732.94
2025-11-07,DXB-BKK,4,11,261.58,0,688,179968.95
2025-11-08,DXB-BKK,5,11,262.05,0,661,173217.83
2025-11-09,DXB-BKK,6,11,217.62,1,834,181496.42
2025-11-10,DXB-BKK,0,11,262.54,0,541,142034.12
2025-11-11,DXB-BKK,1,11,260.81,0,522,136142.72
2025-11-12,DXB-BKK,2,11,261.32,0,578,151043.4
2025-11-13,DXB-BKK,3,11,262.4,0,603,158224.98
2025-11-14,DXB-BKK,4,11,262.33,0,680,178386.34
2025-11-15,DXB-BKK,5,11,263.13,0,746,196291.25
2025-11-16,DXB-BKK,6,11,261.88,0,646,169171.35
2025-11-17,DXB-BKK,0,11,260.66,0,571,148839.62
2025-11-18,DXB-BKK,1,11,261.26,0,496,129584.77
2025-11-19,DXB-BKK,2,11,262.52,0,572,150160.52
2025-11-20,DXB-BKK,3,11,259.95,0,597,155189.12
2025-11-21,DXB-BKK,4,11,260.97,0,636,165979.92
2025-11-22,DXB-BKK,5,11,260.4,0,721,187751.65
2025-11-23,DXB-BKK,6,11,228.07,1,743,169456.43
2025-11-24,DXB-BKK,0,11,258.6,0,593,153349.07
2025-11-25,DXB-BKK,1,11,257.57,0,587,151193.26
2025-11-26,DXB-BKK,2,11,213.84,1,701,149899.12
2025-11-27,DXB-BKK,3,11,259.57,0,619,160672.28
2025-11-28,DXB-BKK,4,11,259.24,0,656,170064.57
2025-11-29,DXB-BKK,5,11,259.32,0,733,190083.44
2025-11-30,DXB-BKK,6,11,260.31,0,678,176490.15
2025-12-01,DXB-BKK,0,12,261.23,0,570,148898.44
2025-12-02,DXB-BKK,1,12,261.37,0,549,143491.28
2025-12-03,DXB-BKK,2,12,263.26,0,638,167962.78
2025-12-04,DXB-BKK,3,12,264.98,0,567,150242.47
2025-12-05,DXB-BKK,4,12,265.86,0,776,206304.71
2025-12-06,DXB-BKK,5,12,266.2,0,733,195123.2
2025-12-07,DXB-BKK,6,12,267.44,0,659,176245.98
2025-12-08,DXB-BKK,0,12,268.18,0,563,150983.89
2025-12-09,DXB-BKK,1,12,270.03,0,619,167149.17
2025-12-10,DXB-BKK,2,12,271.64,0,546,148317.37
2025-12-11,DXB-BKK,3,12,270.38,0,668,180614.0
2025-12-12,DXB-BKK,4,12,269.02,0,765,205797.42
2025-12-13,DXB-BKK,5,12,268.23,0,706,189370.47
2025-12-14,DXB-BKK,6,12,269.96,0,643,173584.86
2025-12-15,DXB-BKK,0,12,267.86,0,601,160986.15
2025-12-16,DXB-BKK,1,12,268.72,0,561,150754.2
2025-12-17,DXB-BKK,2,12,269.54,0,587,158218.09
2025-12-18,DXB-BKK,3,12,271.55,0,669,181667.2
2025-12-19,DXB-BKK,4,12,272.09,0,777,211414.88
2025-12-20,DXB-BKK,5,12,270.35,0,773,208978.57
2025-12-21,DXB-BKK,6,12,269.18,0,741,199462.47
2025-12-22,DXB-BKK,0,12,267.68,0,578,154718.75
2025-12-23,DXB-BKK,1,12,267.15,0,558,149067.25
2025-12-24,DXB-BKK,2,12,267.14,0,702,187535.71
2025-12-25,DXB-BKK,3,12,265.67,0,680,180656.26
2025-12-26,DXB-BKK,4,12,268.15,0,702,188242.55
2025-12-27,DXB-BKK,5,12,266.44,0,717,191036.94
2025-12-28,DXB-BKK,6,12,268.73,0,732,196713.54
2025-12-29,DXB-BKK,0,12,270.79,0,581,157328.15
2025-12-30,DXB-BKK,1,12,272.41,0,563,153368.5
2024-01-01,DXB-BOM,0,1,209.23,0,381,79716.31
2024-01-02,DXB-BOM,1,1,207.61,0,396,82211.87
2024-01-03,DXB-BOM,2,1,210.46,0,373,78500.78
2024-01-04,DXB-BOM,3,1,181.28,1,618,112031.64
2024-01-05,DXB-BOM,4,1,210.49,0,429,90300.49
2024-01-06,DXB-BOM,5,1,209.27,0,532,111332.88
2024-01-07,DXB-BOM,6,1,213.85,0,435,93025.03
2024-01-08,DXB-BOM,0,1,158.55,1,563,89262.33
2024-01-09,DXB-BOM,1,1,211.95,0,423,89653.49
2024-01-10,DXB-BOM,2,1,212.75,0,377,80204.9
2024-01-11,DXB-BOM,3,1,213.82,0,397,84886.49
2024-01-12,DXB-BOM,4,1,215.43,0,414,89188.47
2024-01-13,DXB-BOM,5,1,218.32,0,455,99334.1
2024-01-14,DXB-BOM,6,1,219.25,0,398,87261.5
2024-01-15,DXB-BOM,0,1,217.84,0,358,77986.66
2024-01-16,DXB-BOM,1,1,217.63,0,342,74428.82
2024-01-17,DXB-BOM,2,1,218.26,0,376,82067.05
2024-01-18,DXB-BOM,3,1,221.54,0,385,85292.56
2024-01-19,DXB-BOM,4,1,219.62,0,388,85210.83
2024-01-20,DXB-BOM,5,1,221.59,0,446,98830.18
2024-01-21,DXB-BOM,6,1,222.03,0,337,74825.76
2024-01-22,DXB-BOM,0,1,223.46,0,348,77765.51
2024-01-23,DXB-BOM,1,1,223.48,0,314,70173.76
2024-01-24,DXB-BOM,2,1,222.39,0,355,78949.02
2024-01-25,DXB-BOM,3,1,223.69,0,419,93725.93
2024-01-26,DXB-BOM,4,1,224.84,0,398,89487.34
2024-01-27,DXB-BOM,5,1,226.47,0,462,104629.93
2024-01-28,DXB-BOM,6,1,226.62,0,370,83850.33
2024-01-29,DXB-BOM,0,1,225.89,0,370,83580.49
2024-01-30,DXB-BOM,1,1,170.93,1,530,90591.23
2024-01-31,DXB-BOM,2,1,225.12,0,327,73615.52
2024-02-01,DXB-BOM,3,2,165.12,1,701,115751.63
2024-02-02,DXB-BOM,4,2,224.65,0,413,92780.22
2024-02-03,DXB-BOM,5,2,224.01,0,422,94532.31
2024-02-04,DXB-BOM,6,2,223.48,0,380,84921.75
2024-02-05,DXB-BOM,0,2,221.42,0,347,76833.31
2024-02-06,DXB-BOM,1,2,192.32,1,475,91351.67
2024-02-07,DXB-BOM,2,2,218.83,0,322,70462.85
2024-02-08,DXB-BOM,3,2,218.38,0,409,89316.0
2024-02-09,DXB-BOM,4,2,217.43,0,468,101759.37
2024-02-10,DXB-BOM,5,2,215.16,0,485,104352.43
2024-02-11,DXB-BOM,6,2,218.36,0,441,96296.17
2024-02-12,DXB-BOM,0,2,220.4,0,351,77361.14
2024-02-13,DXB-BOM,1,2,219.4,0,344,75472.82
2024-02-14,DXB-BOM,2,2,192.42,1,476,91591.25
2024-02-15,DXB-BOM,3,2,220.76,0,404,89186.75
2024-02-16,DXB-BOM,4,2,222.71,0,423,94205.69
2024-02-17,DXB-BOM,5,2,221.64,0,470,104172.02
2024-02-18,DXB-BOM,6,2,223.44,0,378,84461.16
2024-02-19,DXB-BOM,0,2,222.78,0,334,74408.95
2024-02-20,DXB-BOM,1,2,220.94,0,333,73572.29
2024-02-21,DXB-BOM,2,2,175.73,1,587,103151.05
2024-02-22,DXB-BOM,3,2,224.28,0,316,70872.17
2024-02-23,DXB-BOM,4,2,228.32,0,425,97035.74
2024-02-24,DXB-BOM,5,2,226.68,0,440,99738.18
2024-02-25,DXB-BOM,6,2,227.88,0,342,77936.1
2024-02-26,DXB-BOM,0,2,227.43,0,341,77552.01
2024-02-27,DXB-BOM,1,2,228.76,0,334,76404.58
2024-02-28,DXB-BOM,2,2,226.71,0,357,80933.97
2024-02-29,DXB-BOM,3,2,161.4,1,597,96356.0
2024-03-01,DXB-BOM,4,3,223.96,0,467,104587.62
2024-03-02,DXB-BOM,5,3,224.23,0,429,96193.83
2024-03-03,DXB-BOM,6,3,223.42,0,412,92048.6
2024-03-04,DXB-BOM,0,3,224.56,0,359,80616.79
2024-03-05,DXB-BOM,1,3,226.25,0,315,71268.97
2024-03-06,DXB-BOM,2,3,227.3,0,358,81373.54
2024-03-07,DXB-BOM,3,3,229.88,0,368,84595.16
2024-03-08,DXB-BOM,4,3,230.65,0,359,82803.6
2024-03-09,DXB-BOM,5,3,228.97,0,465,106472.63
2024-03-10,DXB-BOM,6,3,231.17,0,356,82294.99
2024-03-11,DXB-BOM,0,3,230.4,0,313,72116.59
2024-03-12,DXB-BOM,1,3,231.92,0,311,72125.79
2024-03-13,DXB-BOM,2,3,234.42,0,332,77827.83
2024-03-14,DXB-BOM,3,3,235.25,0,362,85160.58
2024-03-15,DXB-BOM,4,3,233.15,0,417,97223.2
2024-03-16,DXB-BOM,5,3,231.91,0,392,90910.36
2024-03-17,DXB-BOM,6,3,234.04,0,350,81913.93
2024-03-18,DXB-BOM,0,3,233.93,0,320,74856.56
2024-03-19,DXB-BOM,1,3,234.19,0,350,81965.05
2024-03-20,DXB-BOM,2,3,235.46,0,323,76054.54
2024-03-21,DXB-BOM,3,3,236.65,0,384,90871.85
2024-03-22,DXB-BOM,4,3,237.2,0,394,93457.08
2024-03-23,DXB-BOM,5,3,237.02,0,399,94572.53
2024-03-24,DXB-BOM,6,3,236.69,0,356,84261.68
2024-03-25,DXB-BOM,0,3,238.11,0,310,73814.5
2024-03-26,DXB-BOM,1,3,239.08,0,315,75308.63
2024-03-27,DXB-BOM,2,3,238.82,0,345,82393.41
2024-03-28,DXB-BOM,3,3,240.58,0,359,86366.83
2024-03-29,DXB-BOM,4,3,240.51,0,413,99331.9
2024-03-30,DXB-BOM,5,3,239.37,0,382,91437.47
2024-03-31,DXB-BOM,6,3,238.36,0,349,83185.96
2024-04-01,DXB-BOM,0,4,237.01,0,303,71815.43
2024-04-02,DXB-BOM,1,4,236.73,0,317,75044.22
2024-04-03,DXB-BOM,2,4,238.71,0,314,74954.53
2024-04-04,DXB-BOM,3,4,237.63,0,377,89584.83
2024-04-05,DXB-BOM,4,4,238.03,0,373,88785.84
2024-04-06,DXB-BOM,5,4,237.17,0,416,98662.37
2024-04-07,DXB-BOM,6,4,175.91,1,648,113989.8
2024-04-08,DXB-BOM,0,4,234.76,0,284,66670.53
2024-04-09,DXB-BOM,1,4,234.54,0,359,84201.24
2024-04-10,DXB-BOM,2,4,180.16,1,526,94764.59
2024-04-11,DXB-BOM,3,4,202.27,1,427,86370.56
2024-04-12,DXB-BOM,4,4,235.75,0,408,96186.01
2024-04-13,DXB-BOM,5,4,234.07,0,429,100414.91
2024-04-14,DXB-BOM,6,4,235.81,0,368,86777.17
2024-04-15,DXB-BOM,0,4,236.24,0,343,81028.85
2024-04-16,DXB-BOM,1,4,236.64,0,330,78092.82
2024-04-17,DXB-BOM,2,4,236.74,0,336,79545.19
2024-04-18,DXB-BOM,3,4,236.07,0,381,89944.33
2024-04-19,DXB-BOM,4,4,236.51,0,403,95313.23
2024-04-20,DXB-BOM,5,4,237.33,0,466,110595.64
2024-04-21,DXB-BOM,6,4,234.82,0,343,80541.64
2024-04-22,DXB-BOM,0,4,184.32,1,515,94924.45
2024-04-23,DXB-BOM,1,4,233.83,0,327,76463.39
2024-04-24,DXB-BOM,2,4,178.24,1,583,103914.82
2024-04-25,DXB-BOM,3,4,236.21,0,356,84091.05
2024-04-26,DXB-BOM,4,4,235.15,0,371,87241.84
2024-04-27,DXB-BOM,5,4,234.51,0,440,103182.23
2024-04-28,DXB-BOM,6,4,233.83,0,391,91429.04
2024-04-29,DXB-BOM,0,4,232.73,0,371,86342.08
2024-04-30,DXB-BOM,1,4,232.3,0,309,71781.43
2024-05-01,DXB-BOM,2,5,233.55,0,371,86647.98
2024-05-02,DXB-BOM,3,5,178.9,1,716,128094.19
2024-05-03,DXB-BOM,4,5,232.8,0,419,97542.21
2024-05-04,DXB-BOM,5,5,230.33,0,422,97201.37
2024-05-05,DXB-BOM,6,5,229.58,0,393,90225.71
2024-05-06,DXB-BOM,0,5,229.18,0,356,81586.45
2024-05-07,DXB-BOM,1,5,231.77,0,353,81816.28
2024-05-08,DXB-BOM,2,5,231.45,0,346,80080.71
2024-05-09,DXB-BOM,3,5,228.23,0,450,102703.12
2024-05-10,DXB-BOM,4,5,225.31,0,432,97335.4
2024-05-11,DXB-BOM,5,5,225.45,0,434,97843.48
2024-05-12,DXB-BOM,6,5,226.45,0,449,101674.47
2024-05-13,DXB-BOM,0,5,227.09,0,318,72214.11
2024-05-14,DXB-BOM,1,5,227.42,0,356,80960.51
2024-05-15,DXB-BOM,2,5,229.24,0,442,101322.61
2024-05-16,DXB-BOM,3,5,228.5,0,420,95970.88
2024-05-17,DXB-BOM,4,5,229.92,0,426,97945.04
2024-05-18,DXB-BOM,5,5,227.54,0,485,110357.9
2024-05-19,DXB-BOM,6,5,226.26,0,430,97289.84
2024-05-20,DXB-BOM,0,5,176.26,1,601,105934.66
